,name,Summary,actors,director,BigCategory,SmallCategory,Category,runningtime,SMRY,vod_name
0,지니강이 플러스 시즌7,친구들 안녕! 지니와 강이와 함께 신나는 장난감 놀이와 두근두근 대결놀이까지! 함께 신나게 놀아요~! 어린이 프로그램,"헤이지니,럭키강이",,키즈,기타,키즈,0:11,"로봇 세상에서 킥보드를 타요. 로보카 폴리 브룸스 타운에서 킥보드를 타요~ / 새로운 고스트볼. 신비아파트 새로운 고스트볼?! 도한, 두억시니 리턴즈 고스트볼X.",지니강이 플러스 시즌7
1,라바 키즈동요 Part3,"CLEAN UP SONG. Clean up Clean up everybody clean up, Clean up Clean up everybody clean up.",-,,키즈,기타,키즈,0:02,"CLEAN UP SONG. Clean up Clean up everybody clean up, Clean up Clean up everybody clean up.",라바 키즈동요 Part3
2,지니강이 플러스 시즌9,지니가 화장품으로 슬라임을 만들어요. / 슈퍼히어로 강이! 문을 열면 춤을 춰요.,"헤이지니,럭키강이",,키즈,기타,키즈,0:11,지니가 화장품으로 슬라임을 만들어요. / 슈퍼히어로 강이! 문을 열면 춤을 춰요.,지니강이 플러스 시즌9
3,헤이지니 럭키강이 Part1,지니가 초대형 볼풀장에 놀러간 이야기.,"헤이지니,럭키강이",,키즈,기타,키즈,0:08,지니가 초대형 볼풀장에 놀러간 이야기.,헤이지니 럭키강이 Part1
4,우당탕탕 에디의 실험실,말랑말랑 스퀴시 만들기! 에디와 함께 스퀴시를 만들어 볼까요? 오늘은 루피를 위해 스퀴시를 직접 만들어 보아요!,"에디,뽀로로,통통이,크롱,포비,루피,패티",,키즈,기타,키즈,0:04,말랑말랑 스퀴시 만들기! 에디와 함께 스퀴시를 만들어 볼까요? 오늘은 루피를 위해 스퀴시를 직접 만들어 보아요!,우당탕탕 에디의 실험실
5,달려라 캐리,캐리가 세차장 아르바이트생이 되었어요! 엄격한 선배님으로 돌아온 돌쇠와 함께 버블 세차에 도전해요!,-,,키즈,기타,키즈,0:19,캐리가 세차장 아르바이트생이 되었어요! 엄격한 선배님으로 돌아온 돌쇠와 함께 버블 세차에 도전해요!,달려라 캐리
6,라바 키즈동요 Part2,FEELINGS. Why are you so happy? i am happy because today is my birthday. why are you so sad? i am sad because my dog messed up my room.,"옐로우,레드",,키즈,기타,키즈,0:02,FEELINGS. Why are you so happy? i am happy because today is my birthday. why are you so sad? i am sad because my dog messed up my room.,라바 키즈동요 Part2
7,캐리tv 댄스cool,"오늘은 친구들이 #댄스쿨 챌린지에 참여해 준 영상들을 루시와 스텔라가 직접 리뷰해 보고, 함께 보내준 메시지를 읽는 시간이에요! 루시와 스텔라보다 잘 추는 친구들이 나타났다니, 이게 다 루시와 스텔라가 열심히 가르쳐 준 덕분이라고요~",-,,키즈,기타,키즈,0:14,"오늘은 친구들이 #댄스쿨 챌린지에 참여해 준 영상들을 루시와 스텔라가 직접 리뷰해 보고, 함께 보내준 메시지를 읽는 시간이에요! 루시와 스텔라보다 잘 추는 친구들이 나타났다니, 이게 다 루시와 스텔라가 열심히 가르쳐 준 덕분이라고요~",캐리tv 댄스cool
8,안녕자두야 시즌5,"80년대 소녀기를 보낸 요즘 10대들의 엄마 어렸을 적 이야기로, 온가족이 볼 수 있는 코믹명랑 애니메이션",최자두,,키즈,애니메이션,키즈,0:14,"자두와 앵두 (하). 모함글 하나로 순식간에 대역죄인으로 찍힌 자두 가족. 자두와 앵두는 결백을 증명하기 위해, 자두와 친구들이 10살 때 묻은 롤링페이퍼를 찾아나선다.",안녕자두야 시즌5
9,뽀스타그램2,"타요 특집: 멋진 내 친구들! 경찰차도, 소방차도, 모두모두 멋진 내 친구야! [해시태그] 세상에서 제일멋진 친구들",뽀로로와 친구들,,키즈,애니메이션,키즈,0:22,"타요 특집: 멋진 내 친구들! 경찰차도, 소방차도, 모두모두 멋진 내 친구야! [해시태그] 세상에서 제일멋진 친구들",뽀스타그램2
10,쫑알쫑알 똘똘이 시즌5,한 순간도 가만히 있지 못하는 선머슴 같은 삼남매 가족 중 5세 아이의 리얼한 일상을 그려내는 이야기,"똘똘이,똘봉이,몽실이,아빠,엄마,고양이,똘랑이,앵두,토솜이",,키즈,애니메이션,키즈,0:14,"장기 자랑. 장기 자랑을 나가게 된 똘똘이. 장기 자랑을 위해 노래 연습을 한다. 노래가 없어 허전한 똘똘이, 노래가 나오는 마이크를 받고는 연습을 하는데... 언니가 하는 모든 것을 따라 하려는 똘랑이, 마이크를 사이에 두고 옥신 각신하다 마이크를 망가뜨리고 만다.",쫑알쫑알 똘똘이 시즌5
11,빼꼼 시즌2,"사고뭉치 덜렁이에 호기심 많은 빼꼼이 도시로 오게 되면서 벌어지는 각종 사건과, 조금 모자란 듯 좌충우돌 실수투성이지만 무언가를 끊임없이 시도하고 도전하는 과정에서 친근한 감동과 웃음을 주는 애니메이션","빼꼼,꼴통,꽁꽁",,키즈,애니메이션,키즈,0:17,달 여행. 우연히 우주선을 발견한 빼꼼. 우주선을 타고 달에 착륙하게 됩니다. 빼꼼은 그곳에서 만난 외계인을 괴롭히며 우주생활을 즐기네요.,빼꼼 시즌2
12,쫑알쫑알 똘똘이,한 순간도 가만히 있지 못하는 선머슴 같은 삼남매 가족 중 5세 아이의 리얼한 일상을 그려내는 이야기,"똘똘이,똘봉이/몽실이,아빠/거미,엄마/고양이",,키즈,애니메이션,키즈,0:14,"사라진 똘봉이. 물총을 쏴대며 앵두와 몽실이를 괴롭히는 똘봉이. 거실에서 감자를 먹으려던 똘봉이는 쥐를 발견하고, 감자로 쥐를 괴롭히기 위해 쫓다가 하수구에 빠지고 마는데...",쫑알쫑알 똘똘이
13,빼꼼 시즌1,"사고뭉치 덜렁이에 호기심 많은 빼꼼이 도시로 오게 되면서 벌어지는 각종 사건과, 조금 모자란 듯 좌충우돌 실수투성이지만 무언가를 끊임없이 시도하고 도전하는 과정에서 친근한 감동과 웃음을 주는 애니메이션",빼꼼,,키즈,애니메이션,키즈,0:10,우연히 외계인과 만나게 된 놀던 빼꼼. 우연히 하늘에서 우주선을 발견하고 새총으로 쏴 불시착시킵니다. 외계인을 만난다는 마음으로 한층 기분이 좋아진 빼꼼. 하지만 외계인은 너무 느리게 움직여 빼꼼의 속을 타게 하네요.,빼꼼 시즌1
14,NEW 뽀롱뽀롱 뽀로로1,루피와 춤을. 잡지에 나온 늘씬한 어른 비버의 사진을 보고 자신의 키가 작다고 생각하게 된 루피는 우울해졌어요. 집에 놀러 온 친구들은 우울해하는 루피의 모습을 보고 기분을 풀어주려고 노력해요.,"뽀로로,크롱,패티,루피,에디,로디,포비,해리,통통이,삐삐,뽀뽀",,키즈,애니메이션,키즈,0:06,루피와 춤을. 잡지에 나온 늘씬한 어른 비버의 사진을 보고 자신의 키가 작다고 생각하게 된 루피는 우울해졌어요. 집에 놀러 온 친구들은 우울해하는 루피의 모습을 보고 기분을 풀어주려고 노력해요.,NEW 뽀롱뽀롱 뽀로로1
15,토끼네 집으로 오세요 시즌4,"장난꾸러기 맥스와 얌전하고 똑똑한 루비, 두 토끼남매의 이야기를 그린 애니메이션","맥스,루비,아빠,엄마",,키즈,애니메이션,키즈,0:22,"무더운 날씨에 아빠와 엄마는 마당에 간이 수영장을 준비했다. 그레이스와 올리버도 처음으로 물놀이를 하게 되는 날. 모두가 기대에 차 있지만, 정작 쌍둥이는 물에 들어가기 싫어한다. / 루비와 루이즈는 토끼 스카우트 배지 축제에 맞춰 어린이 선생님 배지를 받고 싶다.",토끼네 집으로 오세요 시즌4
16,뽀롱뽀롱 뽀로로 시즌6,뽀로로와 친구들이 살고 있는 숲속 마을에 새로운 친구들이 찾아오면서 벌어지는 신나고 재미있는 모험 이야기,"뽀로로,에디,루피,크롱,패티,포비,해리",,키즈,애니메이션,키즈,0:13,"마법사를 찾아서. 어느 날, 비행기를 타고 통통이네 집에 놀러가기로 한 뽀로로와 크롱은 이상한 구름 속으로 빨려들어가게 된다. 오로라를 지나 뽀로로와 크롱이 도착한 곳은 낯선 숲이다. 그때 패티와 루피를 닮은 요정이 나타나 이곳은 마법세계라고 하는데...",뽀롱뽀롱 뽀로로 시즌6
17,헬로카봇 시즌11 쌈바,더욱 신나는 헬로카봇이 온다! 걱정 안녕! 짜증 안녕! 슬픔과 우울은 굿~바이!! 즐겁고 신나는 쌈바 카봇의 세계로! 춤추고 노래하는 카봇들과 함께하는 헬로카봇 시즌11 쌈바!,"차탄,저스포스",,키즈,애니메이션,키즈,0:11,"어! 우주로 박사님 연락이다! 우주선 삐약이 1호를 만드셨던 그분이야! 예? 이번엔 금성에 가신다고요? 금성으로 가는 우주선, 삐약이 2호 등장! 하지만 아무래도 불안한데? 카봇! 우리가 박사님을 도와드리자! 우주로 가는 꿈을 위해 출동이다!",헬로카봇 시즌11 쌈바
18,NEW 뽀롱뽀롱 뽀로로1,"미안해, 크롱! 크롱의 잦은 장난에 화가 난 뽀로로. 마침 장난감 폭탄이 들은 상자를 열어보다가 깜짝 놀란 뽀로로는 역시 크롱의 장난이라고 생각하고 크롱에게 단단히 화를 냈어요.","뽀로로,크롱,패티,루피,에디,로디,포비,해리,통통이,삐삐,뽀뽀",,키즈,애니메이션,키즈,0:06,"미안해, 크롱! 크롱의 잦은 장난에 화가 난 뽀로로. 마침 장난감 폭탄이 들은 상자를 열어보다가 깜짝 놀란 뽀로로는 역시 크롱의 장난이라고 생각하고 크롱에게 단단히 화를 냈어요.",NEW 뽀롱뽀롱 뽀로로1
19, 출동! 리나왕국 대작전,"악당 파블로 공작의 음모로 인해 인형이 된 왕자 져스틴을 만나, 위기에 빠진 리나 왕국을 구하는 뽀로로와 친구들의 이야기",뽀로로와 친구들,,키즈,애니메이션,키즈,0:46,"말하고 움직이는 왕자 인형을 만나게 된 뽀롱뽀롱 마을 친구들. 왕자 인형은 자신을 리나 왕국의 왕자 저스틴이라 소개하고, 사악한 파블로의 음모로 인형이 되었다 설명한다. 뽀로로와 친구들을 왕자를 도와 파블로를 물리치기 위해 길을 떠나는데...", 출동! 리나왕국 대작전
20,와글와글 꼬꼬맘,각기 다른 개성을 가지고 태어난 열 마리의 병아리를 키우는 초보엄마 꼬꼬맘의 온몸체험 육아일기를 담은 애니메이션,"꼬꼬맘,아빠,탐정이,모자,그림이,인형이,붕붕이,영웅이,노래,재미,흥미,잠보",,키즈,애니메이션,키즈,0:12,슈퍼 행사에서 카메라가 당첨된 꼬꼬맘은 병아리들과 사진을 찍으며 신이 난다. 병아리들은 카메라로 마을 사람들을 찍기로 한다. 처음엔 어색해하던 마을 사람들도 어느새 자기 일에 빠져들고 열심히 일하는 사람들의 모습을 카메라에 담은 병아리들은 사진전을 열기로 한다.,와글와글 꼬꼬맘
21,NEW 뽀롱뽀롱 뽀로로1,에디의 비밀. 에디에게 큰 고민거리가 생겼어요. 친구들이 못 말리는 음치인 에디에게 노래를 불러달라는 부탁을 했기 때문이었어요.,"뽀로로,크롱,패티,루피,에디,로디,포비,해리,통통이,삐삐,뽀뽀",,키즈,애니메이션,키즈,0:06,에디의 비밀. 에디에게 큰 고민거리가 생겼어요. 친구들이 못 말리는 음치인 에디에게 노래를 불러달라는 부탁을 했기 때문이었어요.,NEW 뽀롱뽀롱 뽀로로1
22,뽀로로 히어로무비:슈퍼영웅의탄생,"슈퍼영웅이 되고 싶은 뽀로로는 초능력을 얻기 위해 영웅 훈련을 받는다. 악당 로봇, 나쁜 마법사, 무시무시한 공룡이 나타나 뽀로로의 앞을 가로막는데...",뽀로로와 친구들,,키즈,애니메이션,키즈,0:42,"슈퍼영웅이 되고 싶은 뽀로로는 초능력을 얻기 위해 영웅 훈련을 받는다. 악당 로봇, 나쁜 마법사, 무시무시한 공룡이 나타나 뽀로로의 앞을 가로막는데...",뽀로로 히어로무비:슈퍼영웅의탄생
23,라바와 함께 즐거운 게임,"[라바 블록 합치기] 레드, 옐로우와 함께 라바 캐릭터를 플레이해 보세요! 귀여운 라바 캐릭터들과 숫자가 일치하는 블록을 선택해서 숫자의 크기를 키워나가는 게임입니다. 블록이 합쳐질 때마다 다양한 라바의 표정을 볼 수 있습니다.","레드,옐로우",,키즈,오락,키즈,0:15,"[라바 블록 합치기] 레드, 옐로우와 함께 라바 캐릭터를 플레이해 보세요! 귀여운 라바 캐릭터들과 숫자가 일치하는 블록을 선택해서 숫자의 크기를 키워나가는 게임입니다. 블록이 합쳐질 때마다 다양한 라바의 표정을 볼 수 있습니다.",라바와 함께 즐거운 게임
24,모야모야 시즌1,국내 최저 연령인 24개월에서 30개월까지 유아의 발달특성에 기초해 제작된 프로그램,"김은영,손광덕",,키즈,학습,키즈,0:08,다양한 소리를 생활 속 사물을 통해 알아본다.,모야모야 시즌1
25,모야모야 시즌1,국내 최저 연령인 24개월에서 30개월까지 유아의 발달특성에 기초해 제작된 프로그램,"김은영,손광덕",,키즈,학습,키즈,0:13,발의 다양한 움직임에 대해 알아본다.,모야모야 시즌1
26,팔도밥상PLUS,팔방미인 알로에로 만든 사상 최초! 알로에 밥상을 경상남도 김해에서 만나보자! 팔도밥상 플러스,"이원일,김나니,황광희,오세득",,우리동네,연예/오락,TV프로그램,0:47,팔방미인 알로에로 만든 사상 최초! 알로에 밥상을 경상남도 김해에서 만나보자! 팔도밥상 플러스,팔도밥상PLUS
27,몽키킹 5 절대신공,태상노군은 금단으로 철선이라는 여자아이를 탄생시켜 사제인 보리에게 그녀를 맡긴다. 철선은 수련을 하면서 우마왕과 사랑에 빠졌지만 그 둘에게는 하늘이 정해준 운명이 있었다. 운명을 거스르면 큰 재앙이 올 거라는 걸 안 철선은 우마왕의 마음을 거절하고 태상노군에게 돌아간다. 태상노군과 철선은 비밀스러운 관계를 유지하고 철선은 결국 임신을 하게 되는데...,"장 펑,쟈오 시통",,영화,SF/환타지,영화,1:10,서비스 해지시까지 시청 가능. 태상노군은 금단으로 철선을 탄생시켜 사제인 보리에게 그녀를 맡긴다. 그후 철선은 우마왕과 사랑에 빠지지만 그들에겐 하늘이 정해준 운명이 있었다. 운명을 거스르면 큰 재앙이 올 것을 안 철선은 마음을 거두고 태상노군에게 돌아가는데...,몽키킹 5 절대신공
28,아이언 맨3,&lt;어벤져스&gt; 뉴욕 사건의 트라우마로 인해 영웅으로서의 삶에 회의를 느끼는 토니 스타크(로버트 다우니 주니어). 그가 혼란을 겪는 사이 최악의 테러리스트 만다린(벤 킹슬리)을 내세운 익스트리미스 집단 AIM이 스타크 저택에 공격을 퍼붓는다. 이 공격으로 그에게 남은 건 망가진 수트 한벌 뿐. 모든 것을 잃어버린 그는 다시 테러의 위험으로부터 세계와 사랑하는 여인(기네스 팰트로)를 지켜내야 하는 동시에 머릿속을 떠나지 않던 한가지 물음의 해답도 찾아야만 한다. 과연 그가 아이언맨인가? 수트가 아이언맨인가?,"로버트 다우니 주니어,기네스 펠트로,돈 치들,벤 킹슬리,가이 피어스,레베카 홀,폴 베타니,존 파브로",,영화,SF/환타지,영화,,최악의 테러리스트 만다린을 내세운 AIM의 공격으로 그에게 남은 건 망가진 수트 한벌 뿐. 모든걸 잃어버린 그는 다시 테러로부터 세계와 사랑하는 여인를 지켜내야 하는 동시에 머릿속을 떠나지 않던 한가지 물음의 해답도 찾아야만 한다.,아이언 맨3
29,기문환생,리그 오브 레전드를 좋아하는 대학생의 혼이 수천 년 전 봉국 대왕 조부풍의 몸으로 들어가게 된다. 그는 봉국의 궁에 침투해 군사가 되려는 적국 양형 국의 간첩 하로호와 맞닥뜨린다. 두 사람은 알게 모르게 서로 마음을 주고받지만 상황 상 원수지간이었다. 조부풍에게는 미래를 내다보는 능력이 있었지만 음모로 가득한 궁정의 싸움은 피해갈 수 없었다.,"원교,하색",,영화,SF/환타지,영화,1:31,리그 오브 레전드를 좋아하는 대학생의 혼이 수천 년 전 봉국 대왕 조부풍의 몸으로 들어가게 된다. 그는 봉국의 궁에 침투해 군사가 되려는 적국인 양형국의 간첩 하로호와 맞닥뜨린다. 한편 조부풍에게는 미래를 내다보는 능력이 있었는데...,기문환생
30,미녀와 야수 - 실사판,"어느 날 행방불명 된 아버지를 찾아 폐허가 된 성에 도착한 벨은 저주에 걸린 야수를 만나 아버지 대신 성에 갇히고, 성 안의 모든 이들이 신비로운 장미의 마지막 꽃잎이 떨어지기 전에 저주를 풀지 못하면 영원히 인간으로 돌아올 수 없는 운명임을 알게 되는데...","엠마 왓슨,댄 스티븐스,루크 에반스,조시 게드,이완 맥그리거,이이안 맥켈런,엠마 톰슨,네이튼 맥",,영화,SF/환타지,영화,,"어느 날 행방불명 된 아버지를 찾아 폐허가 된 성에 도착한 벨은 저주에 걸린 야수를 만나 아버지 대신 성에 갇히고, 성 안의 모든 이들이 신비로운 장미의 마지막 꽃잎이 떨어지기 전에 저주를 풀지 못하면 영원히 인간으로 돌아올 수 없는 운명임을 알게 되는데...",미녀와 야수   실사판
31,코드 8,"근 미래, 인류의 4%뿐인 초능력자 ‘특수 인간’의 능력이 통제 받는 세상. 인간들은 그들을 범죄자로 취급하며 감시와 탄압을 일삼는다. 죽음으로 내모는 인간들의 악랄함에 ‘특수 인간’은 살아남기 위해 목숨을 건 최후의 전쟁을 시작하게 되는데…","로비 아멜,스티븐 아멜,성 강,아론 에이브람스",,영화,SF/환타지,영화,0:01,"근 미래, 인류의 4%뿐인 초능력자 특수 인간의 능력이 통제받는 세상. 인간들은 그들을 범죄자로 취급하며 감시와 탄압을 일삼는다. 죽음으로 내모는 인간들의 악랄함에 특수 인간은 살아남기 위해 목숨을 건 최후의 전쟁을 시작한다.",코드 8
32,스타워즈5-제국의역습," 아주 먼 옛날 은하계 저편에...(A long time ago in a galaxy far, far away...) 반란군(Rebellion)으로써는 암담한 시기. 죽음의 별(Death Star)을 파괴하는 데는 성공하였지만, 제국군(Imperial)은 반란군을 은하계 막다른 곳으로 몰아냈다. 루크 스카이워커(Luke Skywalker)가 이끄는 자유의 투사(Freedom Fighters)들은 제국의 무서운 스타함대(Starfleet)을 피하여 얼음으로 뒤덮인 호스(Hoth) 행성에 새로운 비밀 기지를 마련했다. 젊은 스카이워커를 찾으려고 혈안이 된 간악한 악의 군주(Evil Lord) 다스 베이더(Darth Vader) 총통은 우주의 구석 구석에 수천의 원격조종 탐색선(Remote Probes)을 보냈다. 비록 죽음의 별은 폭파시켰지만, 수와 무기에 있어서 열세인 반란군은 제국군에게 밀려서 우주의 변방인 얼음의 혹성에서 재기의 기회를 노리고 있었다. 정찰에 나섰다가 얼음속에 사는 괴물에게 납치되어 다시 구출되는 과정에서 루크는 제다이 기사단의 스승 요다를 찾아가 제다이 수업을 받으라는 지시를 받는다. 스카이워커를 찾으려는 제국은 우주의 곳곳에 탐색 장치를 떨어뜨려놓는데, 결국 얼음의 혹성이 제국에게 발각된다. 마침내 거대한 다리로 걸어다니는 마치 불을 뿜는 공룡과 같은 스노우 워커를 앞세운 제국의 반격이 개시된다. 우세한 제국에 밀린 반란군은 직결 지점에서 만나기로 하고 뿔뿔이 흩어진 채로 간신히 퇴각에 성공한다. 루크는 제다이 기사이자 철학자이면서 8백살이 넘는 나이를 가진 요다가 있는 습지대의 혹성 다고바로 가서 그에게서 철저한 훈련을 받으며 제다이로서의 기량을 갖추고자 애쓴다. 한편, 자바를 찾아 떠나려다 실종되었던 루크를 구출하느라 머물고 있던 솔로는 레이아 공주가 기지에 갇히는 바람에 퇴각하는 수송선에 오르지 못하자, 그녀를 데리고 겨우 팰콘에 오른다. 하지만 미쳐 팰콘의 고속 추진기를 고치지못한 관계로 광속을 낼 수 없어 제국의 끈질긴 추적을 계속 받는다. 제국의 추적에 위험이 계속되는 솔로 일행은 우주의 온갖 암석들이 밀집된 소혹성군(Asteroid)으로 들어가 뒤쫓아오는 제국의 추적기 4대 중 2대가 암석과 부딪쳐 폭발된다. 그리고 다시, 거대한 암석의 계곡으로 들어가 납작한 팰콘과 좁은 지형을 이용, 뒤따라오던 나머지 두 대도 폭발시킨다. 그리고 그 별의 구멍 속으로 피신한다. 그곳에서 팰콘을 수리하지만 무언가 이상함을 느낀 솔로는 자신이 착륙한 곳이 바로 동굴에 사는 뱀처럼 생긴 거대한 우주 괴물의 입 속이었다. 간신히 괴물에게서 탈출하지만, 다시 끈질기게 암석들을 부수며 별무리속을 뚫고 쫓아오는 제국 함대의 공격을 받자 솔로는 기지를 발휘, 함대에 뒷편에 붙어서 숨는다. 그리고 그의 예상대로 함대가 광속 추진을 하기전 쓰레기를 버릴 때 함께 떨어져 나온다. 함대는 광속으로 순간적으로 멀리 가고, 솔로는 근처에 있는 옛 친구 랜도 칼리시안이 관리하는 구름의 도시를 찾아가는데.","마크 해밀,해리슨 포드,캐리 피셔",,영화,SF/환타지,영화,,"죽음의 별은 폭파시켰지만, 수와 무기에 있어서 열세인 반란군은 제국군에게 밀려서 우주의 변방인 얼음의 혹성에서 재기의 기회를 노리고 있었다. 정찰에 나섰다가 얼음속에 사는 괴물에게 납치되어 다시 구출되는 과정에서 루크는 제다이 기사단의 스승 요다를 찾아가는데..",스타워즈5 제국의역습
33,특수부대 사이보그 솔저,"해병 특수수색대는 위험에 처한 뮬러교수를 구하기 위해 외딴 섬에 위치한 연구소, 제이콥 기지로 향한다. 기지에 도착한 수색대는 교수가 실종됐음을 알게 되고, 설상가상으로 정체를 알 수 없는 존재에게 쫓기는 신세가 된다. 이들로부터 필사적으로 달아나던 수색대는 마침내 뮬러교수를 만나고, 자신들을 쫓는 존재가 살인기계인 유니버설 솔져라는 사실을 알게 된다. 수색대는 뮬러교수 덕분에 유니버설 솔져의 정체를 파악하고 위기를 모면한다. 하지만 무차별적인 공격을 가하며 점점 더 강력해지는 솔져들. 급기야는 부대원 중 하나가 살해당하고, 조직 내 분열이 일기 시작한다. 그러던 와중, 본부의 구조팀으로부터 무전응답을 받아 실낱 같은 희망을 갖고 섬에서 빠져나가기만을 기다린다. 하지만 훨씬 더 끔찍한 사태가 그들을 덮쳐오기 시작하는데…","크리스틴 퀸트롤,다리오 딕",,영화,SF/환타지,영화,,"해병 특수수색대는 위험에 처한 뮬러 교수를 구하기 위해 외딴섬에 위치한 연구소, 제이콥 기지로 향한다. 기지에 도착한 수색대는 교수가 실종됐음을 알게 되고, 설상가상으로 정체를 알 수 없는 존재에게 쫓기는 신세가 되는데...",특수부대 사이보그 솔저
34,지구 멸망의 날,세계 멸망 3분 전! 커플이 행성 충돌 감상에 완벽한 장소를 찾아 평화로운 마지막을 기다린다. 남자의 마지막 고백이 만들어낸 여자의 순간적인 복수극. 몇 초 후 모든 것이 사라진다면 우린 무엇을 할까? (제5회 서울국제초단편영화제),"커일 칼빈,매티 조 카우서트,마일리 로즈,르존 우즈,리처드 워딩햄,엘리스 로빈스키,안젤라 렐루시오,브리스톨 포메로이",,영화,SF/환타지,영화,1:27,"스펜서는 부인 린과 딸 조이를 데리고 몇십 년 만에 고향 오니온타로 돌아온다. 하지만 이사 온 첫날, 나사에서 오니온타로 소행성이 떨어진다는 충격적인 발표를 하고 얼마 지나지 않아, 소행성의 추락 지점이 스펜서의 집이라는 충격적인 소식이 들려온다.",지구 멸망의 날
35,매트릭스 2 - 리로디드,"1편의 엔딩 크레딧과 함께 인류를 구원해야 하는 자신의 운명을 받아들이며 하늘로 날아오른 네오(키아누 리브스). 내일 이 전쟁이 끝난다면, 한번 싸워 볼만하지 않을까...? 목숨도 걸어 볼만 하지 않을까...? 모피어스(로렌스 피쉬번)와 트리니티(캐리-앤 모스)가 전에 자신에게 던졌던 질문을 스스로에게 던져보는 네오는 마침내, 중대한 결정을 내린다. 시온이 컴퓨터 군단에게 장악될 위기에 처하면서, 네오는 자신의 능력에 대한 더 큰 통제력을 갖게 된다. 이제 몇시간 후면 지구상에 남은 인류 최후의 보루인 시온이 인간 말살을 목적으로 프로그래밍 된 센티넬 무리에 의해 짓밟히게 될 터... 그러나 시온의 시민들은 오라클의 예언이 이루어져 전쟁이 끝날 것이라는 모피어스의 신념에 용기를 얻고, 네오에게 모든 희망과 기대를 걸어보기로 한다. 서로에 대한 사랑의 힘으로, 스스로에 대한 믿음으로 용기를 얻은 네오와 트리니티는 모피어스와 함께 인간을 억압하고 착취하는 시스템에 맞서기 위해 '매트릭스'로 돌아간다. 그리고, 수소문 끝에 매트릭스의 심장부로 그들을 안내할 '키메이커'의 행적을 찾아낸 트리니티와 모피어스. 하지만, '키메이커'는 신출귀몰한 악당 트윈스에게 철저하게 감시당하고 있다. 시스템에 대항하기 위해 '키메이커' 구출이라는 위험한 임무를 감행하는 세 사람. 한편, 에이전트 스미스(휴고 위빙)는 네오에 대한 불타는 복수심으로 시스템에 불복종하게 되고, 그 결과 삭제될 위기에 처한다. 이제 그는 도망자의 신세가 되어, 계속 네오를 추적한다. 한때 자신이 그토록 경멸했던 인간성을 어느새 자기 자신도 갖게된 스미스는 복수를 위해 수단 방법을 가리지 않는데... '매트릭스'의 내부 구조로 깊이 들어갈수록, 그리고, 인류의 운명을 좌우할 자신의 역할에 눈 떠 갈수록, 네오는 더 큰 저항과 더 무서운 진실에 직면하게 된다. 그리고 상상할 수 없는 불가능에 가까운 선택을 강요 받는다. 사랑과 신념, 목적과 명분... 이 모든 것의 합류점에서 네오는 자신이 택한 길을 따라가야 한다. 그는 자문한다. '만약 내가 못해낸다면...?' '만약 실패한다면...?' 대답은 한가지 뿐이다. 시온이 멸망할 것이라는 것. 그리고 마침내... 인류의 운명을 건 필사의 전투가 시작된다!!","키아누 리브스,로렌스 피쉬번,캐리 앤 모스,휴고 위빙",,영화,SF/환타지,영화,,"워쇼스키 남매 감독의 매트릭스 신화 그 두번째. 무엇을 상상하든 그 이상을 보게 될 것이다. 빨간 알약과 함께 이상한 나라의 정체에 한발 다가선 네오. 만일, 예언이 사실이라면... 모든 것은 선택으로부터 시작되었다. 인류의 운명을 건 필사의 전투가 시작된다.",매트릭스 2   리로디드
36,뤽 베송의 마지막 전투,"본 콘텐츠는 평생소장 콘텐츠로 서비스 해지 시까지 시청이 가능합니다. 레옹, 테이큰의 뤽 베송 감독의 장편 데뷔작. 폐허가 된 세상, 주인공은 생존을 위해 살인을 저지른 뒤 비행기를 타고 낯선 곳에 불시착한다. 그곳에서 악당과 결투를 벌이다가 부상을 입게 되는데...","피에르 졸리베,장 부이스,프리츠 웨퍼,장 르노",,영화,SF/환타지,영화,,"본 콘텐츠는 평생소장 콘텐츠로 서비스 해지 시까지 시청이 가능합니다. 레옹, 테이큰의 뤽 베송 감독의 장편 데뷔작. 폐허가 된 세상, 주인공은 생존을 위해 살인을 저지른 뒤 비행기를 타고 낯선 곳에 불시착한다. 그곳에서 악당과 결투를 벌이다가 부상을 입게 되는데...",뤽 베송의 마지막 전투
