,name,Summary,actors,director,BigCategory,SmallCategory,Category,runningtime,SMRY,vod_name
2190,물의기원,"엄마가 남긴 그림 속의 풍경을 찾아 여행을 떠나는 한 남자. 그 곳은 임진왜란 때부터 파괴의 눈으론 찾을 수 없다는 전설이 있다. 결국 남자는 숲에서 길을 잃고, 새 한 마리가 나타나 그의 눈을 공격하는데.... 감독이 고향 충주의 남한강변을 산책하다 6.3사태 때 죽은 어느 대학생의 무덤을 보고 구상한 작품. 당시 사태의 장본인인 정치인들은 강을 파괴하려 하고 정작 아무도 기억해주지 않는 죽은 이는 조용히 강을 바라보고 있는 모습이 아이러니하다.",김태훈,,영화,드라마,영화,,엄마가 남긴 그림 속의 풍경을 찾아 여행을 떠나는 한 남자. 그 곳은 임진왜란 때부터 파괴의 눈으론 찾을 수 없다는 전설이 있다. 결국 남자는 숲에서 길을 잃고 새 한 마리가 나타나 그의 눈을 공격하는데...,물의기원
2191,낮은 대로 임하소서,"1982년 제21회 대종상 작품(문예부문), 감독, 미술(김유준), 특별상(윤복희) 수상. 1982년 제18회 백상예술대상 작품, 신인(이영호), 주제가상 수상. 아버지를 목사로 둔 요한은 자유분방하여 신학대학에 입학했다가 휴학하게 된다. 외국어에 능통한 카츄사병으로 편한 군대 생활을 한다. 제대 후 미8군 교육센타 교관으로 근무 중 미본토 군사학교 교원으로 선발되어 도미의 길이 열리자 서둘러 결혼을 한다. 희망에 차 있던 요한은 눈에 이상이 오게 되어 치료에 전념하지만 실명하게 된다. 절망에 빠진 요한은 자살도 기도하고 방황하던 중 찬란한 광채와 함께 ""요한아 구약성서 320페이지는 네 것이니라""는 하늘의 목소리를 듣는 경이로운 체험을 하고 새로운 각성과 용기를 얻는다. 서울역까지 흘러들어간 요한은 구두닦이 꼬마 진용과 친하게 되어 그의 도움으로 잠자리를 얻고 자신의 소명을 깨닫는다. 요한은 신학공부의 길을 찾던 중 뉴욕의 헬렌켈러 재단으로부터 신학공부에 필요한 것을 지급 받게 되고 그는 맹인교회를 시작하게 된다.","이영호,신성일,나영희,안성기,박정자,박재호,천동석,복혜숙,김지영,문태선",,영화,드라마,영화,1:58,요한은 눈에 이상이 오게되어 치료에 전념하지만 결국 실명한다. 요한은 구두닦이 꼬마 진용과 친하게 되어 잠자리를 얻게되고 자신의 소명을 깨닫는다. 요한은 신학공부의 길을 찾던 중 뉴욕의 헬렌켈러 재단으로부터 필요한 것을 지급 받게 되고 맹인교회를 시작한다.,낮은 대로 임하소서
2192,"점프, 점프, 점프","""이번만큼은 내 실력을 보여주겠어!!! 하지만 현실은 머피의 법칙의 남자 원중"" 오디션을 보러 온 아이돌 지망생 원중. 의욕이 넘치는 원중이지만 너무 긴장한 탓인지 배탈이 난다. 그리고 화장실에 갔다가 갇혀버리는 사고를 당한다. 겨우 구출돼서 오디션장에 갔지만, 이미 모두 끝난 상태다. 허탈한 원중. 매번 중요한 오디션을 앞두고 사고가 나는 원중은 지지리도 재수가 없는 남자다. 알바하는 카페에 시간 조정을 요청하는 원중. 카페 사장은 몇 시간이나 한다고 시간 조정까지 하느냐며 그냥 그만두라고 한다. 그만두겠다고 큰소리를 치지만 핸드폰 배터리가 나가 충전을 부탁하는 원중, 웃픈 상황이다. “나도 한 때는 아이돌을 준비했지만, 지금은 직장인 유리“ 원중과 말뚝박기를 할 정도로 친한 여사친 유리. 유리는 원중, 혜윤, 재민과 함께 ‘광명패밀리’ 방의 멤버다. 유리는 여행사에서 다음 날 새벽에 나갈 해설사가 급하게 필요하다는 연락을 받고 원중에게 도와달라고 부탁한다. 의외로 해설사로 나선 원중이 사람들과 잘 어울리는 모습을 보자 유리가 개인 방송을 해 보는 게 어떻겠냐고 제안한다. 콘텐츠 메인 컨셉은 당일치기, 또는 1박 2일로 가볍게 바람 쐬고 올 수 있는 근교 여행!!! “BTS의 팬클럽 회장. 원중은 내가 스타로 만들겠어. 혜윤” ‘광명패밀리‘의 또다른 멤버이자 원중을 빨리 아이돌로 만들어 그의 매니져로 세계(?)를 향해 뛰고 싶은 혜윤. 혜윤은 ’광명패밀리‘의 마지막 멤버이자 남친인 재민에게 철없이 산다는 핀잔을 듣고 헤어지자고 선언을 했지만... 재민이 사업을 하던 선배로부터 사기를 당해 혼자서 고군분투하는 모습을 보자 마음이 편하지는 않다. 그럼에도 불구하고 원중에게 유튜브 방송으로 스타를 만들겠다며 일일 피디로 나선다. 하지만 개인방송이 어색하기만 한 원중에게 너의 장기인 춤을 춰보라고 하는 혜윤. 원중의 특기인 춤과 노래가 나오자 방송의 분위기가 달라진다. “젊다고 무시하지 마라. 나도 어엿한 사장이다. 사기당한 사장. 재민” 혜윤과 결혼을 하고 싶지만, 현실은 사기를 당해 나락에 있는 재민. 그런 재민에게 원중이 광명동굴로 바람도 쐴 겸 개인 방송을 하러 가자고 한다. 광명동굴 소개도 좋지만 자신을 위해 노래를 들려달라는 재민. 재민의 요청으로 개인방송에서 노래를 보르는 원중. 원중의 노래 실력에 댓글이 어마무시하게 호평들이 올라온다. 기분이 좋아진 두 사람. 재민이 혜윤에 대한 고민 얘기를 하다 위로를 하려던 원중은 ‘나도 같은 마음이야’라면서 무의식적으로 유리를 좋아한다고 고백한다. 대박 사건!!! 원중은 머피의 법칙을 깨고, 아이돌로 데뷔할 수 있을까? 그리고 유리와 친구 사이를 넘어설 수 있을까? 뜻하지 않은 계기로 아이돌의 꿈을 접고 직장인의 삶을 살고 있는 유리. 유리가 원하는 꿈을 꿀 수 있을까? BTS 팬클럽의 회장이지만, 내가 좋아하는 아이돌의 매니져로 자신을 능력을 증명하고픈 혜윤. 혜윤은 매니져가 될 수 있을까? 혜윤이 철없다고 무시했던 재민. 사기를 당해 나락으로 떨어진 재민은 사업도 혜윤과의 관계도 정상으로 돌이킬 수 있을까? 네 청춘의 꿈과 좌절. 그리고 성장과 극복이 K-POP과 함께 펼쳐진다!!!","김철민,김연서,강춘성,양다슬,정경호,최대성,이황의,슬리피",,영화,드라마,영화,1:36,"오디션을 보러 온 아이돌 지망생 원중. 의욕이 넘치지만 너무 긴장한 탓인지 배탈이 나서 화장실에 갔다가 갇혀버리는 사고를 당한다. 겨우 구출돼서 오디션장에 갔지만, 이미 모두 끝난 상태. 매번 중요한 오디션을 앞두고 사고가 나는 원중은 지지리도 재수가 없는 남자다.","점프, 점프, 점프"
2193,플라이,"날아올라 자유롭게, 너의 세상을 교도소에 수감된 9명의 춤꾼들이 사회 재활 프로그램의 일환으로 댄스 수업에 참여한다. 지난 과거의 실수를 치유하며 함께 춤추는 법을 배우던 중, 우연한 기회에 그들의 춤 영상이 대중에게 공개되며 주목을 받는다. 한편, 베를린 폐허 건물의 재개발 아이디어 모집 소식을 듣게 된 이들은 많은 사람들에게 자신의 춤을 보여줄 수 있는 무대를 꿈꾸며 스트리트 댄스 극장 설립을 제안하고 세상을 향해 다시 날아오를 준비를 하는데...","스베냐 융,벤 비헤르트,야스민 타바타바이",,영화,드라마,영화,1:50,"교도소에 수감된 9명의 춤꾼들이 사회 재활 프로그램의 일환으로 댄스 수업에 참여한다. 지난 과거의 실수를 치유하며 함께 춤추는 법을 배우던 중, 우연한 기회에 그들의 춤 영상이 공개되며 주목받는다. 이들은 베를린 폐허 건물의 재개발 아이디어 모집 소식을 듣고...",플라이
2194,"식물카페, 온정","종군 사진기자로 일했던 주인공 ‘현재’는 파키스탄 전쟁 당시의 트라우마로 더 이상 사진을 찍을 수 없게 된다. 퇴사 후 다시 찾은 할아버지의 수목원에서 어린 시절 느꼈던 식물과의 특별한 교감을 떠올린다. 식물로부터 살아갈 용기를 얻은 ‘현재’는 도심 속 &lt;식물카페, 온정&gt;을 운영하게 된다. 본인의 반려식물과 함께 저마다의 사연을 가지고 카페를 찾은 손님들에게 ‘현재’는 병든 식물은 물론 병든 마음에 필요한 그만의 식물 처방전을 건넨다.","강길우,이가경,김우겸,서석규,박수연,김상동",,영화,드라마,영화,0:01,종군 사진기자로 일했던 주인공 현재는 파키스탄 전쟁 당시의 트라우마로 더 이상 사진을 찍을 수 없게 된다. 퇴사 후 다시 찾은 할아버지의 수목원에서 어린 시절 느꼈던 식물과의 특별한 교감을 떠올린다.,"식물카페, 온정"
2195,변호인,"1980년대 초 부산. 빽 없고, 돈 없고, 가방끈도 짧은 세무 변호사 송우석(송강호). 부동산 등기부터 세금 자문까지 남들이 뭐라든 탁월한 사업수완으로 승승장구하며 부산에서 제일 잘나가고 돈 잘 버는 변호사로 이름을 날린다. 대기업의 스카우트 제의까지 받으며 전국구 변호사 데뷔를 코 앞에 둔 송변. 하지만 우연히 7년 전 밥값 신세를 지며 정을 쌓은 국밥집 아들 진우(임시완)가 뜻하지 않은 사건에 휘말려 재판을 앞두고 있다는 소식을 듣는다. 국밥집 아줌마 순애(김영애)의 간절한 부탁을 외면할 수 없어 구치소 면회만이라도 도와주겠다고 나선 송변. 하지만 그곳에서 마주한 진우의 믿지 못할 모습에 충격을 받은 송변은 모두가 회피하기 바빴던 사건의 변호를 맡기로 결심하는데... “제가 하께요, 변호인. 하겠습니더”","송강호,김영애,오달수,임시완,곽도원,송영창,정원중,조민기",,영화,드라마,영화,2:07,"송강호, 김영애, 오달수, 곽도원, 임시완 등 충무로 명배우 총집합. 천만 관객을 돌파하며 시대와 세대를 거슬러 심장을 뜨겁게 하는 우리 모두의 이야기. 돈 없고, 빽 없고, 가방끈도 짧은 세무 변호사 송변. 그의 인생을 송두리째 바꿀 다섯 번의 공판이 시작된다.",변호인
2196,파수꾼,"한 소년이 죽었다. 평소 아들에게 무심했던 소년의 아버지(조성하)는 아들의 갑작스런 공백에 매우 혼란스러워하며 뒤늦은 죄책감과 무력함에, 아들 기태(이제훈)의 죽음을 뒤쫓기 시작한다. 아들의 책상 서랍 안, 소중하게 보관되어 있던 사진 속에는 동윤(서준영)과 희준(박정민)이 있다. 하지만 학교를 찾아가 겨우 알아낸 사실은 한 아이는 전학을 갔고 한 아이는 장례식장에 오지도 않았다는 것. 뭔가 이상하다. 그러던 중, 간신히 찾아낸 희준은 ‘기태와 제일 친했던 것은 동윤’이라고 말하며 자세한 대답을 회피한다. 결국 아버지의 부탁으로 동윤을 찾아나선 희준. 하지만, 학교를 자퇴하고 떠나버린 친구는 어디에도 없다. 천진하고 순수했던 그 시절, 미성숙한 소통의 오해가 불러 일으킨 비극적 파국. 독단적 우정이 가져온 폭력과 그 상처의 전염은 우리를 아프고 충격적인 결말로 이끌어간다. 서로가 전부였던 이 세 친구들 사이에서 과연 무슨 일이 벌어진 걸까?","이제훈,서준영,박정민,조성하",,영화,드라마,영화,1:57,한 소년이 죽었다. 평소 아들에게 무심했던 소년의 아버지는 아들의 갑작스런 공백에 매우 혼란스러워하며 뒤늦은 죄책감과 무력함에 아들 기태의 죽음을 뒤쫓기 시작한다. 아들의 책상 서랍 안 소중하게 보관되어 있던 사진 속에는 동윤과 희준이 있다...,파수꾼
2197,용서받지 못한 자,"클린트 이스트우드의 동명의 1992년 작을 이상일 감독이 리메이크 한 작품. 막부시대가 끝나고 메이지 시대가 시작된 19세기 말. 사무라이였던 주베이는 홋카이도의 조그만 섬에서 두 아이와 함께 사는 평범한 농부이다. 어느 날, 옛 동료 바바가 찾아와, 매춘부의 얼굴과 온 몸을 난자한 불한당을 처치하고 그 보상금을 손에 넣자는 제안을 한다. 주베이는 바바와 함께 불한당을 처치하지만, 읍내의 촌장 겸 경찰서장인 이치조와의 마지막 대결을 해야 한다. 이처럼 &lt;용서받지 못한 자&gt;는 복수극의 외형을 지니지만, 정의와 복수라는 이름으로 자행되는 ‘폭력의 악순환’에 대해 회의적인 시선을 담고 있다. [제18회 부산국제영화제]","하정우,서장원,윤종빈,임현성,한성천,손상범,김성미,주현우",,영화,드라마,영화,2:02,2005 부산영화제 국제영화평론가협회상 포함 4개부문 수상작. 군대를 통해 바라본 대한민국 남성성의 현주소. 2년여 동안 나름 군기반장으로서 모범적인 군생활을 했다고 자부하는 말년 병장 태정은 중학교 동창인 승영이 신참으로 들어오면서 평탄치가 않게 되는데...,용서받지 못한 자
2198,메이드 인 루프탑,"“나도 쿨해질거야 이제!” 3년 동안 지지고 볶은 남자친구 ‘정민’에게 가.짜. 이별 통보를 한 지 30분 만에 한 개의 캐리어와 함께 집에서 쫓겨난 밀.당.실.패 취준생 ‘하늘’. 이별 1일차, 갈 곳 없어 무작정 쳐들어간 친구 ‘봉식’의 옥탑방에서 헤어진 연인과 쿨하게 밀당을 이어보는데… “내가 하는 건 다 힙해!” BJ를 하며 번 돈으로 플.렉.스.하며 원룸보다 작은 옥탑방을 명품샵으로 꾸미고 ‘마흔 전에 죽기’를 목표로 세운 채 오늘만 사는 자.유.영.혼. 힙스터 ‘봉식’. 썸 1일차, 연애 따윈 필요 없다고 다짐 또 다짐했건만 적극적으로 대시하는 썸남에게 자꾸만 눈이 가는데… 쿨하고 힙한 청춘들의 하이텐션 썸머 로맨스가 시작된다!","이홍내,정휘,곽민규,염문경,이정은",,영화,드라마,영화,1:27,"3년 동안 지지고 볶은 남자친구 정민에게 가짜 이별 통보를 한 지 30분 만에 캐리어와 함께 집에서 쫓겨난 밀당 실패 취준생 하늘. 이별 1일차, 갈 곳 없어 무작정 쳐들어간 친구 봉식의 옥탑방에서 헤어진 연인과 쿨하게 밀당을 이어보는데...",메이드 인 루프탑
2199,똥개,"어딘지 조금 모자란 듯 보이는 주인공 철민(정우성)의 또 다른 이름은 똥개다. 일찍 어머니를 여의고 아버지와 단둘이 살아온 철민은 자신의 별명처럼 '아무 생각 없이' 하루하루를 보낸다. TV 코미디 프로그램을 보며 키득거리고, 달걀 후라이 반찬을 놓고 아버지와 다투고, 집안살림을 돌보며 하루를 소일하는 것이 전부다. 수사반장인 아버지(김갑수)는 꿈도 없고 희망이 무엇인지도 모르는 철민을 구박하며 나무라지만 이에 주눅이 들 똥개 철민이 아니다. 아버지의 잔소리에도 멍한 표정으로 어물쩍 받아넘길 뿐 여전히 빈둥거리며 게으름을 피운다. 그렇다고 철민이 늘 혼자인 것은 아니다. 어느 날 엉뚱하고 독특한 개성을 가지고 있는 속칭 'MJK(밀양 주니어 클럽)' 멤버들이 철민 주위로 모여든다. 서로 비슷한 처지에 놓여 있는 이들은 쉽게 가까워진다. 사람들은 그들을 '실패한 한심한 젊음'이라고 생각하지만 이들은 전혀 개의치 않는다. 아무 생각 없이 사는 것도 나름대로의 삶의 컨셉임으로. 어느 날 아버지는 정애(엄지원)이라는 낯선 여자아이를 집안으로 들인다. 무뚝뚝한 아버지는 ""이제부터 친남매처럼 지내라""라는 말 뿐이다. 철민은 느닷없이 나타난 정애를 못마땅하게 생각하고, 정애 역시 철민이 썩 마음에 내키지는 않는데다 갑자기 시작한 바른생활이 답답하게 느껴진다. 사실 그녀의 꿈은 언젠가 서울 압구정 '로데 5거리(?)'에서 커피 전문점을 차리는 것. 싸움 잘하는 오빠 철민은 기도를 시킬 야무진 꿈을 가지고 있다. 철민과 아버지, 정애가 함께 생활하는 것에 익숙해질 무렵 철민의 친구 대떡이 동네 건달들에게 크게 당한다. 인근 고속도로 개통을 두고 이권 사업을 벌이던 지역유지 오덕만의 횡포에 당한 것. 비록 단순하지만 무엇이 옳고 그른 지 잘 알고 있는 철민은 아버지에게 오덕만을 체포하라고 조르지만 아버지는 냉정하게 사건을 수사할 뿐 묵묵무답이다. 한편 오덕만은 철민의 아버지 차반장이 자신의 사업에 걸림돌이라고 생각하고 노골적으로 매수에 나선다. 참다못해 철민은 결국 직접 오덕만을 응징하기로 마음먹고 무작정 덕만 일행에게 달려간다. 이제 가슴으로 생각하고 머리로 치받는 똥개 철민의 씩씩한 활약이 시작된다.","정우성,김갑수,엄지원,김정태,양중경,이상훈,손상경,이태준",,영화,드라마,영화,,"아버지는 내를 똥개라 불렀고, 내는 우리집 개를 똥개라 불렀다. 어딘지 조금 모자란 듯 보이는 주인공 철민의 또 다른 이름은 똥개다. 일찍 어머니를 여의고 아버지와 단둘이 살아온 철민은 자신의 별명처럼 아무 생각 없이 하루하루를 보낸다.",똥개
2200,러브픽션,"완벽한 여인을 찾아 헤맨 나머지 31살 평생 제대로 된 연애 한번 해 보지 못한 소설가 구주월(하정우). 그런 그의 앞에 모든 게 완벽한 여인 희진(공효진)이 나타난다. 첫 눈에 그녀의 포로가 되어 버린 주월은 모든 수단을 동원하여 희진을 자신의 여자로 만들기 위해 애쓴다. 그런 주월의 순수하고 귀여운 모습에 희진도 조금씩 마음을 열기 시작한다. “내 사랑, 널 위해서라면 폭발하는 화산 속으로도 뛰어들 수 있을 것 같아” 드디어 시작된 그녀와의 연애! 그녀를 위해서라면 목숨도 아깝지 않은 주월은 끓어오르는 사랑과 넘치는 창작열에 마냥 행복하기만 하다. 그러나 시간이 갈수록 그녀의 괴상한 취미, 남다른 식성, 인정하기 싫은 과거 등 완벽할 거라고만 생각했던 희진의 단점이 하나 둘씩 마음에 거슬리기 시작하는데... “그런데… 하나만 물어보자. 도대체 내가 몇 번째야?” 하나부터 열까지 쿨하지 못한 이 남자, 모든 고비를 이겨내고 평생 꿈꿔왔던 연애에 성공할 수 있을까?","하정우,공효진,조희봉,이병준,지진희,유인나,김성기,곽도원",,영화,로맨틱코미디,영화,,31살 평생 제대로 된 연애 한번 해 보지 못한 소설가 구주월. 창작의 원천이 되어줄 강력한 이미지의 뮤즈를 찾아 헤매던 그의 앞에 아름다운 여인 희진이 나타난다. 드디어 시작된 그녀와의 연애. 그러나 시간이 갈수록 희진의 단점이 하나둘씩 거슬리기 시작하는데...,러브픽션
2201,가장 보통의 연애,"전 여친에 상처받은 ‘재훈’(김래원). 여느 때처럼 숙취로 시작한 아침, 모르는 번호의 누군가와 밤새 2시간이나 통화한 기록을 발견하게 되고 그 상대가 바로! 통성명한 지 24시간도 채 되지 않은 직장 동료 ‘선영’임을 알게 된다. 남친과 뒤끝 있는 이별 중인 ‘선영’(공효진). 새로운 회사로 출근한 첫날, 할 말 못 할 말 쏟아내며 남친과 헤어지던 현장에서 하필이면! 같은 직장의 ‘재훈’을 마주친다. 만난 지 하루 만에 일보다 서로의 연애사를 더 잘 알게 된 두 사람. 하지만 미묘한 긴장과 어색함도 잠시 ‘한심하다’, ‘어이없다’ 부딪히면서도 마음이 쓰이는 건 왜 그럴까?","김래원,공효진,강기영,정웅인,장소연,주민경,오동민,이채은,손영순,손성찬",,영화,로맨틱코미디,영화,1:50,"서비스 해지시까지 시청 가능. 까칠한 미련남 재훈은 여느 때처럼 숙취로 아침을 맞고, 모르는 누군가와 밤새 2시간 넘게 통화한 기록을 발견한다. 상대는 바로, 통성명한지 하루도 안된 직장동료 선영. 첫 출근 날, 그녀는 남친과의 이별 현장에서 재훈과 마주하는데...",가장 보통의 연애
2202,교수와 여제자3,"작가로서 실패하고 학자가 된 벤은 삶에 염증을 느끼고 있다. 그는 자신이 오래도록 학생들에게 가르쳐온 안톤 체호프의 문학 작품『 개를 데리고 있는부인』의 부정한 관계가 진정한 사랑으로 바뀌는 이야기에 깊게 몰두해있다. 벤은 아내 오드리가 그녀의 첫 번째 소설을 출판하기 위해 유명한 출판사를 만나러 고향 파리로 돌아간 동안, 어린 제자이자 신예 작가인 메르세데스와의 뜨거운 관계를 시작한다. 연인이자 그들 각자의 작품 속 주인공이기도 한 벤, 오드리, 메르세데스는 점차 그 누구도 제어할 수 없게 폭주하며 아슬아슬한 관계를 유지한다. 세 사람은 혼란에서 빠져 나오기 위해 발버둥 치지만 그 누구도 상처로부터 자유로울 수는 없다. 여제자와 교수의 불륜을 소재로 한 이 작품은 섬세하면서도 꼼꼼한 연출로 절제하는 삶을 살아야 하는 남자의 갈등과 욕망을 현실적으로 표현한다. 오드리 헵번의 젊은 시절과 너무나도 흡사한 소피 데스머레이의 연기가 일품인 작품. [제19회 부산국제영화제]","안드레아스 아페지스,소피 디스마레이스,마리 휘겡,카를로 메스트로니",,영화,로맨틱코미디,영화,,"2014년 부산국제영화제 월드시네마 부문 초청작. 작가로서 실패하고 학자가 된 벤은 삶에 염증을 느끼고 있다. 벤은 아내 오드리가 그녀의 첫 번째 소설을 출판하기 위해 유명한 출판사를 만나러 간 동안, 어린 제자이자 신예 작가인 메르세데스와의 뜨거운 관계를 시작한다.",교수와 여제자3
2203,연애 빠진 로맨스,"일도 연애도 마음대로 되지 않는 스물아홉 ‘자영’(전종서). 전 남친과의 격한 이별 후 호기롭게 연애 은퇴를 선언했지만 참을 수 없는 외로움에 못 이겨 최후의 보루인 데이팅 어플로 상대를 검색한다. 일도 연애도 호구 잡히기 일쑤인 서른셋 ‘우리’(손석구). 뒤통수 제대로 맞은 연애의 아픔도 잠시 편집장으로부터 19금 칼럼을 떠맡게 되고 데이팅 어플에 반강제로 가입하게 된다. 그렇게 설 명절 아침! 이름, 이유, 마음 다 감추고 만난 ‘자영’과 ‘우리’. 1도 기대하지 않았지만, 1일 차부터 둘은 서로에게 급속도로 빠져들게 되고 연애인 듯 아닌 듯 미묘한 관계 속에 누구 하나 속마음을 쉽게 터놓지 못하는데... 이게 연애가 아니면 도대체 뭔데? 발 빼려다 푹 빠졌다!","전종서,손석구,공민정,김슬기,배유람,김재화,임성재,임선우,김영옥,김광규",,영화,로맨틱코미디,영화,1:35,일도 연애도 마음대로 되지 않는 스물아홉 자영. 전 남친과의 격한 이별 후 호기롭게 연애 은퇴를 선언했지만 참을 수 없는 외로움에 못 이겨 데이팅 어플로 상대를 검색한다. 일도 연애도 호구 잡히기 일쑤인 서른셋 우리. 편집장으로부터 19금 칼럼을 떠맡게 되는데...,연애 빠진 로맨스
2204,2424,"일자무식 단순극치, 잔머리만 살아 도는 마약밀매단 넘버 2 박태호(전광렬 분)가 300억 짜리 ‘물건’을 고추장 단지 속에 꼭꼭 숨겨 해외로 이사를 간다. 조직 소탕에 혈안이 된 검찰은 이삿짐센터 직원으로 위장 잠입, ‘결정적 증거’를 잡는다는 계획을 세우는데... 작전명 2424! 문제는 사고뭉치 초짜 검사 최두칠(정웅인 분)! 기를 쓰고 작전에 지원하더니 적지에 들어서기 무섭게 이삿짐을 하나 둘씩 작살내고 만다. 물증은 고사하고, 박태호의 담배 심부름에 온 동네 뛰어다니기 바쁜 최두칠, 설상가상 진짜 이삿짐 센터 사장 한익수(김래원 분)와 싸움까지 붙어 눈썹을 몽땅 날리는 아픔까지 겪는데... 좌충우돌 고군분투 끝에 간신히 이삿짐 트럭을 통째로 빼돌리는 데 성공한 검찰팀, 하지만 문제의 단지 속에서 나온 것은 100% 조선된장 뿐! 아무도 모르게 사라진 300억 짜리 ‘물건’. 박태호 역시 무소식 깜깜 ‘물건’의 행방을 찾기 위해 아파트를 뒤엎기 시작하는데...","정웅인,전광렬,김래원,예지원,소유진,박용집,신유미,안창국,류재형,김대준,김봉조,김삼진,김태인,이상인,김세형,정우영,박성진,김창훈,오지영,장형윤,김시백",,영화,로맨틱코미디,영화,1:37,"일자무식 단순극치, 잔머리만 살아 도는 마약밀매단 넘버 2 박태호가 300억 짜리 물건을 고추장 단지 속에 꼭꼭 숨겨 해외로 24를 간다. 조직 소탕에 혈안이 된 검찰은 이삿짐센터 직원으로 위장 잠입, 결정적 증거를 잡는다는 계획을 세우는데... 작전명 2424.",2424
2205,패러렐 마더스,"홀로 출산을 준비 중인 사진작가 야니스는 같은 병실에서 어린 산모 아나를 만난다. 같은 날, 같은 시간에 딸을 낳은 두 사람은 짧지만 깊은 우정을 나눈다. 야니스는 아나와 자신의 딸이 뒤바뀌었다는 사실을 알게 되지만, 진실을 알리지 못한 채 아나와 점점 더 가까워져만 가는데…","페넬로페 크루즈,밀레나 스미트,로시드 팔마,아이타나 산체즈 기요,다니엘라 산티아고,줄리에타 세라노,이스라엘 엘레할데,어델파 칼보,카르멘 플로레스",,영화,로맨틱코미디,영화,2:02,"홀로 출산을 준비 중인 사진작가 야니스는 같은 병실에서 어린 산모 아나를 만난다. 같은 날, 같은 시간에 딸을 낳은 두 사람은 짧지만 깊은 우정을 나눈다. 야니스는 아나와 자신의 딸이 뒤바뀌었다는 사실을 알게 되지만....",패러렐 마더스
2206,연애의 목적,"고등학교 영어교사 '유림'은 한 살 연상의 미술교생 '홍'에게 호시탐탐 수작을 건다. 너무도 당당하게 '연애'를 요구하는 유림은 일면 귀엽고, 일면 능청스럽고, 일면 약아빠졌다. 파트너쉽을 핑계로 단둘이 갖게 된 술자리에서 유림은 기회를 틈타 솔직하게 고백한다. ""같이 자고 싶어요!"" 그런데 이 여자 홍도 만만치 않다. ""나랑 자려면 50만원 내요."" 서로간의 밀고 당기는 줄다리기가 반복 되면서 그들은 어느새 '연애'에 진입하게 된다. 그리고 목적 없던 연애에 '목적'이 생기면서 그들의 연애는 골치아파 진다. 과연, 그들의 연애의 목적은?","박해일,강혜정,이대연,박그리나,박준명",,영화,로맨틱코미디,영화,2:00,"고등학교 영어교사 유림은 한 살 연상의 미술 교생 홍에게 호시탐탐 수작을 건다. 너무도 당당하게 연애를 요구하는 유림은 일면 귀엽고, 일면 능청스럽고, 일면 약아빠졌다. 파트너십을 핑계로 단둘이 갖게 된 술자리에서 유림은 솔직하게 고백하는데...",연애의 목적
2207,좋아해줘,"잘 나가는 작가와 더 잘 나가는 스타 사랑 잃은 노총각과 집 잃은 노처녀 연애 초짜 작곡가와 밀당 고수 PD 대책 없이 ‘좋아요’를 누르다가 진짜 좋아져버린 내 생애 가장 설레는 로맨스 2016년, 이제는 말하세요. “좋아해줘.”","이미연,최지우,김주혁,유아인,강하늘,이솜,한재영,백창민",,영화,로맨틱코미디,영화,,"시청각장애인을 위한 화면해설, 자막 삽입버전. 잘 나가는 작가와 더 잘 나가는 스타, 사랑 잃은 노총각과 집 잃은 노처녀, 연애 초짜 작곡가와 밀당 고수 PD까지, 대책 없이 좋아요를 누르다가 진짜 좋아져버린 생애 가장 설레는 로맨스가 시작된다.",좋아해줘
